,title,price,link
47,"Samsung Galaxy Book4 (Gray, 16GB RAM, 512GB SSD) | 15.6"" Full HD Screen | Intel Core i5 1335U Processor | Windows 11 Home | MS Office 2021 | Fingerprint Reader | Intel Iris XE Graphics | RJ45 LAN Port","54,399",/sspa/click?ie=UTF8&spc=MToxNTA3MTUwNjY5MDMxMDQ4OjE3NTMxNzE4NjU6c3BfcGhvbmVfc2VhcmNoX2J0ZjozMDA2MjIxOTM5OTc3MzI6OjA6Og&url=%2FSamsung-Processor-Windows-Fingerprint-Graphics%2Fdp%2FB0D143SJ9R%2Fref%3Dmp_s_a_1_33_sspa%3Fcrid%3D23Z9HPBL2JMRH%26dib%3DeyJ2IjoiMSJ9.DVLahQfRM-0xaqK8SfyzxRveSCYZZb-0WfrVM7VphYBcutKhEscEkm9IAXreAdiylN7z7vvWeSc-5zNvv2jlrazLr36JB3V_14fPVHNJabJik5Q9E6KKU_MhdSawuT_luQZyyZNireU7TzcSLD0OHcz2VEqdkuh3QDYe1qdINv9Hr_VDA1s0oV2foCTMInrxKg_LCqOrRaWMJg6CbKdQww.BbnAbhzYaSKanyL0BUWPCWfdjMQY6mGfTyCVj-I68PM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1753171864%26sprefix%3D%252Caps%252C660%26sr%3D8-33-spons%26xpid%3DyyORC7MGEp591%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfYnRm%26psc%3D1&sp_cr=DUB
48,"beAAtho® Verona Mesh Mid-Back Ergonomic Desk Office Chair with Tilting Mechanism, Comfortable Seat, and Revolving Heavy Duty Metal Base | Ideal for Work from Home & Study (Black)","3,598",https://aax-eu.amazon.in/x/c/JGVhs_b8JEanRUVq_pysAhcAAAGYMS-uHAMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDIgICBXWUiC/clv1_CEuOPUxokZA0iHrVaNgC0XPOX3NBS7YbjqgdsDqp6Mhb138epyG5Fv018HHz9hvVjq0yzpNb3X7OfU1SAmcANXdMJXCPCcnJCk0jXH5rDl2CA61SokfB8IkGXCRQU-W6XJfef1D8rsFSE0M9llvwdksJOldODd93Q196UuYlQRaY37qDjF4oXlv5OpjsdqwyCjQHbdXAhZRSWWhBJNwAffQdjs-hn4wsEjvWNPQG9gUahJtJn6j8Z0wG3nKH1EB2AHnpPv3v4jxS3xU_LeksSii7JF-JjAz9B7yl_bPrUYAZJ0SW56eH2BSUezfFFKquxfdC8Lt0dtrnrbTkCvWlLfoq8e0ueBY-vo8C-9FHE6Fj0W5fDGi7yyidoLYoUBibYyx9qnqAwUQnhinFOJGQaFdhRZzXuNdUWekbGEVr5yp2N7x1hxpbFTt6_ZtQIVQjGYWURtXE4c2WYj0fYwqXp5k5RHmyoBqWXwRyXIlzu-6HH3FT4s6H-wHLa21DI5qXvtFS_CF8CoIymgGwjQSZ6zz9CBRvUEkOcgmDU2TPNZf2bSaWBD9t80ENAnfyX2DZEaVnuuFlcRCdkrZwrNwGIyffMSBcrRFM49kMurj5gHo1hoWBxbIZR1XV_iKvQvOINUlneNcPMzxyyep3CK0Tnm89pYDmMBZaRltdiflQj6spBE4QQwO8s20w-hbxbuZ-_j8x5l1X1fo4ye0GDlGjN34hpYbYE_rE8ZiaAV8mGyfBshXDbPdr8BJm-NIGG4Cpvf5vKwPIpG7x7xLCM3TuASh2rzfNL3VYn-NgSMUsZBWi21ogFNBtg2Bls6eKUmO6cPi6TAh4gwHLv9NeX-FWp7CDnHMytveGL76Xr9Gkikiz-TzB7lMUzgns0G-7mmbKo9kGq9oEngDBDssBd7QNM86qxMK_0AhnMyIzMjiRtifj0WlEJkx7RHA0AjPn-W-EnRm9eN769IKYqvXQ0haZaKpTNMK9RaruxWWCchNWaOMmbgdbZFdYeeD40QbtF2QueXqlx7xL3ik0WaYa2Z396TZjlSlqLra9jXpr6IZitBFfUkGHaNm2OQi5MbBVAotgUC74XrDeGxICEqC0cqORlenIQB6F-4dIL5UIPCdNJYbCNlmoAshoq3ZHGK6pouvPvucFbtPykRICG_ZGjmQXalQLR_f7KCbnIq9XuLKhr4Cw1x6b5kTy5rA_tSdbRc4dPljpCHigxUasXCcJ_F3dG9in6v9xr617oAS07aMRcla4AFM8fmOWyEeDhTMoPaLJR6Azou6ib1jDa6JpbrEXoFYlwaMl3pC0_zD0nWSKMs7wdv9PZ97b9uYg9jOp3aYzEpkhTQSGkk6RleMheAkl05_76OwO2SBqeONRNOADmr0ViGSzKE22jvmJVXStWLNdSjnbdHOwcQT9XiIhD5S7Sq2KhRSFCXx564sMzMzxpm0ZVgRY8LQdJtI-PAbGJwmB9CoQAGbYoIvdvzPPTQ7oQFryyQHtYco44YwD9uE971wLiw_DOmL4AmFu15gKm9OJi0Srdxlrd_oyJpHXL_g3JDThg-noM0OzPkKAH5Qiove_1JOhyobVar1bDd8T6edmQpr5PV3R3p7dberdAn0NawQS79Xj8YIjz8TQw23D0tC5UUbMCi23mhBov1dgfYycczjIPGfvm7YTeSW-qC4V95I0TQvocV0DP7p6hshuVMOrF84V4aG0dEIS5_aIguWOl8JqeIK3sylgvGqqnrZICxvAmihkkna5h6VbAQ2Xm1KApbHRncNRVKkIwHHdPoMupKoTwDSZoZN-DN9SIK9g5GwKNvCt_XL0V_GNGDSO_7aaCZu33Lhu_v4VItytgaNzlCN7UfV4Mp0avPnFBSDYBIOsqLJTYs2cZOFIZxpBhhBSt8_eM42zsFsee4uH6vc9zuOPSHVF6_v3_xZxZiHjLsqWxg9XpboKbq-50BHoJ8paTbuQXy5b9MtVa45vx4btztcW6qrHuKN0pYb6FKOHZxuHwJgfbTvbD-BhZAjMXvbtIDlcK5qoWJvHmAHy6Xc9AdlhVRtCL8EdrkB5g-LdudK8i-hqPcioRfJrIt5lRaEKzJJQaUUHevFxgD9tMLqnwnwccVZmTe7RBVvKOwa5CGU2C4Wi7u7kDeRu0UwYzZXRyLULJE_6eoYmrrw0rGijewBrq3x85hldDH6_JuPWEmmjvqy8iTYNVoJt/https://www.amazon.in/beAAtho%C2%AE-Mesh-Ergonomic-Adjustable-Mechanism/dp/B093CMF5X8/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.b00d863e-6d8f-4eaf-98cc-61175157a359%3Aamzn1.sym.b00d863e-6d8f-4eaf-98cc-61175157a359&crid=23Z9HPBL2JMRH&cv_ct_cx=laptop&keywords=laptop&pd_rd_i=B093CMF5X8&pd_rd_r=2ae01e69-f440-4af0-b7a1-87e4d84fa015&pd_rd_w=8NRCt&pd_rd_wg=8fIa0&pf_rd_p=b00d863e-6d8f-4eaf-98cc-61175157a359&pf_rd_r=9RXP91WBHNW7C8VZ3RY2&qid=1753171864&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=%2Caps%2C660&sr=1-15-82999452-c953-4f9e-98a2-9c16001f5992&xpid=yyORC7MGEp591
49,"ASUS Vivobook 16, AMD Ryzen AI 7 350, AI PC(AMD Radeon iGPU/16GB RAM/512GB SSD/FHD+/16""/60Hz/Backlit Keyboard/42Whr/Windows 11/M365 Basic (1Year)*/Office Home 2024/Cool Silver/1.88 Kg) M1607KA-MB134WS","72,990",/sspa/click?ie=UTF8&spc=MTo0NDU4Mzc4NTQ5NDMyNzQ0OjE3NTMxNzE4NzY6c3BfcGhvbmVfc2VhcmNoX2F0Zl9uZXh0OjMwMDYyMzAxNDMxOTgzMjo6MDo6&url=%2FASUS-Vivobook-Backlit-Keyboard-M1607KA-MB134WS%2Fdp%2FB0FC2H6R9W%2Fref%3Dmp_s_a_1_29_sspa%3Fcrid%3D23Z9HPBL2JMRH%26dib%3DeyJ2IjoiMSJ9.uiiTR60en6hzM22NwKkmLYF0Cfp-CuojH5IrpKY7_BIWz1dna8SC23zoGBBgVeu5KoI3aUi0xiYqzlzoNX0OX99Qv9j82xsqwluAhveZsTyIj5fcW9colUNbIIJL4EVaU-kxf1Fp0AI_5pH0yftslbz2GXfc6AIzzxmJr7H5MX7LBQrzjMGMABs4zKmq7UWUD9QyZQQ8ji9TCKrMMFe2cQ.SPPRus5tLGeUKaAPsGjVXX4GF9Pvb-7RX7hR5B7hfkA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1753171876%26sprefix%3D%252Caps%252C660%26sr%3D8-29-spons%26xpid%3DyyORC7MGEp591%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfYXRmX25leHQ%26psc%3D1&sp_cr=DUB
50,"Lenovo V15 G4 AMD Ryzen 5 7520U 15.6 inch FHD Thin & Lite Laptop, AMD Graphics, 16GB DDR5 5500Mhz Ram, 512GB SSD NVMe, Windows 11, Dolby Audio, Arctic Grey, 1 Year Onsite Brand Warranty","33,791",/Lenovo-Graphics-5500Mhz-Windows-Warranty/dp/B0F29HNJL1/ref=mp_s_a_1_30?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9.uiiTR60en6hzM22NwKkmLYF0Cfp-CuojH5IrpKY7_BIWz1dna8SC23zoGBBgVeu5KoI3aUi0xiYqzlzoNX0OX99Qv9j82xsqwluAhveZsTyIj5fcW9colUNbIIJL4EVaU-kxf1Fp0AI_5pH0yftslbz2GXfc6AIzzxmJr7H5MX7LBQrzjMGMABs4zKmq7UWUD9QyZQQ8ji9TCKrMMFe2cQ.SPPRus5tLGeUKaAPsGjVXX4GF9Pvb-7RX7hR5B7hfkA&dib_tag=se&keywords=laptop&qid=1753171876&sprefix=%2Caps%2C660&sr=8-30&xpid=yyORC7MGEp591
51,"HP 15 (2025), Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" HD Display/Ash Grey/1.5 kg/MS Office 2021","23,340",/HP-15-Intel-Celeron-N4500/dp/B0F8WTY1HN/ref=mp_s_a_1_31?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9.uiiTR60en6hzM22NwKkmLYF0Cfp-CuojH5IrpKY7_BIWz1dna8SC23zoGBBgVeu5KoI3aUi0xiYqzlzoNX0OX99Qv9j82xsqwluAhveZsTyIj5fcW9colUNbIIJL4EVaU-kxf1Fp0AI_5pH0yftslbz2GXfc6AIzzxmJr7H5MX7LBQrzjMGMABs4zKmq7UWUD9QyZQQ8ji9TCKrMMFe2cQ.SPPRus5tLGeUKaAPsGjVXX4GF9Pvb-7RX7hR5B7hfkA&dib_tag=se&keywords=laptop&qid=1753171876&sprefix=%2Caps%2C660&sr=8-31&xpid=yyORC7MGEp591
52,"Primebook 4G, 2025(New, WiFi+4G) Android Based MediaTek MT8788 - (PrimeOS) 4G SIM Slot, Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C, USB, HDMI, MicroSD) (4GB/64GB eMMC Storage, Black)","16,490",/Primebook-Android-Based-MediaTek-MT8788/dp/B0D1Y3MVGL/ref=mp_s_a_1_32?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9.uiiTR60en6hzM22NwKkmLYF0Cfp-CuojH5IrpKY7_BIWz1dna8SC23zoGBBgVeu5KoI3aUi0xiYqzlzoNX0OX99Qv9j82xsqwluAhveZsTyIj5fcW9colUNbIIJL4EVaU-kxf1Fp0AI_5pH0yftslbz2GXfc6AIzzxmJr7H5MX7LBQrzjMGMABs4zKmq7UWUD9QyZQQ8ji9TCKrMMFe2cQ.SPPRus5tLGeUKaAPsGjVXX4GF9Pvb-7RX7hR5B7hfkA&dib_tag=se&keywords=laptop&qid=1753171876&sprefix=%2Caps%2C660&sr=8-32&xpid=yyORC7MGEp591
53,"Acer[SmartChoice Aspire Lite 12thGen Intel Core i5-12450H Premium Laptop(Win11Home/16GB RAM/512GB SSD/IntelUHD Graphics/MSO)AL15-52H, 39.62cm(15.6"") FHD IPS Display,Backlit Keyboard,Pure Silver, 1.7KG","46,990",/sspa/click?ie=UTF8&spc=MTo0NTI3MDc4Mzc3MDE1MTYzOjE3NTMxNzE4NzY6c3BfcGhvbmVfc2VhcmNoX3RoZW1hdGljOjMwMDQ1NjIxNjE0MzAzMjo6MDo6&url=%2FAcer-i5-12450H-Windows11Home-AL15-52H-Keyboard%2Fdp%2FB0DDL495SX%2Fref%3Dsxin_20_pa_sp_phone_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.4443ee66-42b9-40e8-893c-1284ba030b11%253Aamzn1.sym.4443ee66-42b9-40e8-893c-1284ba030b11%26crid%3D23Z9HPBL2JMRH%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0DDL495SX%26pd_rd_r%3D5168ed9a-83da-4bb6-a330-a0645922eb6b%26pd_rd_w%3DtPCDz%26pd_rd_wg%3D7RPXN%26pf_rd_p%3D4443ee66-42b9-40e8-893c-1284ba030b11%26pf_rd_r%3DVM8JP1NM2H5RXZ5SMCCM%26qid%3D1753171876%26sprefix%3D%252Caps%252C660%26sr%3D1-29-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26xpid%3DyyORC7MGEp591%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&sp_cr=DUB
54,"Lenovo Smartchoice LOQ AMD Ryzen 5 7235HS | NVIDIA RTX 3050 6GB (24GB RAM/512GB SSD/15.6"" (39.6cm)/Windows 11/Office Home 2024/100% sRGB/3 Mon. Game Pass/Grey/2.4Kg), 83JC00EFIN Gaming Laptop","68,490",/sspa/click?ie=UTF8&spc=MTo0NTI3MDc4Mzc3MDE1MTYzOjE3NTMxNzE4NzY6c3BfcGhvbmVfc2VhcmNoX3RoZW1hdGljOjMwMDUyNTE2MTc2MzUzMjo6MTo6&url=%2FLenovo-Smartchoice-7235HS-Windows-83JC00EFIN%2Fdp%2FB0DPQG53ZR%2Fref%3Dsxin_20_pa_sp_phone_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.4443ee66-42b9-40e8-893c-1284ba030b11%253Aamzn1.sym.4443ee66-42b9-40e8-893c-1284ba030b11%26crid%3D23Z9HPBL2JMRH%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0DPQG53ZR%26pd_rd_r%3D5168ed9a-83da-4bb6-a330-a0645922eb6b%26pd_rd_w%3DtPCDz%26pd_rd_wg%3D7RPXN%26pf_rd_p%3D4443ee66-42b9-40e8-893c-1284ba030b11%26pf_rd_r%3DVM8JP1NM2H5RXZ5SMCCM%26qid%3D1753171876%26sprefix%3D%252Caps%252C660%26sr%3D1-30-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26xpid%3DyyORC7MGEp591%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&sp_cr=DUB
55,"ASUS Zenbook 14, AMD Ryzen AI 5 340, AI PC(AMD Radeon Graphics/16GB RAM/512GB SSD/3K OLED/14/120Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Jade Black/1.2 Kg) UM3406KA-PP240WS","93,990",/sspa/click?ie=UTF8&spc=MToxMDA2MDQyOTY2NzQxMDIwOjE3NTMxNzE4NTQ6c3BfcGhvbmVfc2VhcmNoX3RoZW1hdGljOjMwMDYyMzAxNDMxOTkzMjo6MDo6&url=%2FASUS-Zenbook-Graphics-Windows-UM3406KA-PP240WS%2Fdp%2FB0F9YG6D4C%2Fref%3Dsxin_22_pa_sp_phone_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.aa6ac532-0ea5-4c58-b985-e3c226504699%253Aamzn1.sym.aa6ac532-0ea5-4c58-b985-e3c226504699%26crid%3D23Z9HPBL2JMRH%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0F9YG6D4C%26pd_rd_r%3D903e4b27-a6c6-417f-85a2-277f6a4a6a43%26pd_rd_w%3DsisRL%26pd_rd_wg%3DLHosV%26pf_rd_p%3Daa6ac532-0ea5-4c58-b985-e3c226504699%26pf_rd_r%3D8N8T1TAS2WT6Q6VSQ3VA%26qid%3D1753171854%26sprefix%3D%252Caps%252C660%26sr%3D1-1-66673dcf-083f-43ba-b782-d4a436cc5cfb-spons%26xpid%3DyyORC7MGEp591%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&sp_cr=DUB
56,"Lenovo LOQ 2024, Intel Core i5-13450HX, 13th Gen, NVIDIA RTX 4050-6GB, 16GB RAM, 512GB SSD, FHD 144Hz, 15.6""/39.6cm, Windows 11, MS Office 21, Grey, 2.4Kg, 83DV007GIN, 1Yr ADP Free Gaming Laptop","86,990",/sspa/click?ie=UTF8&spc=MTo0NTI3MDc4Mzc3MDE1MTYzOjE3NTMxNzE4NzY6c3BfcGhvbmVfc2VhcmNoX3RoZW1hdGljOjMwMDIwNTYyNTM3NTczMjo6Mzo6&url=%2FLenovo-i5-13450HX-300Nits-Graphics-83DV007GIN%2Fdp%2FB0D49W5KZP%2Fref%3Dsxin_20_pa_sp_phone_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.4443ee66-42b9-40e8-893c-1284ba030b11%253Aamzn1.sym.4443ee66-42b9-40e8-893c-1284ba030b11%26crid%3D23Z9HPBL2JMRH%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0D49W5KZP%26pd_rd_r%3D5168ed9a-83da-4bb6-a330-a0645922eb6b%26pd_rd_w%3DtPCDz%26pd_rd_wg%3D7RPXN%26pf_rd_p%3D4443ee66-42b9-40e8-893c-1284ba030b11%26pf_rd_r%3DVM8JP1NM2H5RXZ5SMCCM%26qid%3D1753171876%26sprefix%3D%252Caps%252C660%26sr%3D1-31-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26xpid%3DyyORC7MGEp591%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&sp_cr=DUB
57,"Lenovo Smartchoice LOQ, Intel Core i5-12450HX, 12th Gen, RTX 3050-6GB, 16GB RAM, 512GB SSD, FHD 144Hz 300Nits, 15.6""/39.6cm, Windows 11, MS Office 21, Grey, 2.4Kg, 83GS003UIN, Gaming Laptop","70,990",/sspa/click?ie=UTF8&spc=MTo0NTI3MDc4Mzc3MDE1MTYzOjE3NTMxNzE4NzY6c3BfcGhvbmVfc2VhcmNoX3RoZW1hdGljOjMwMDE2NzA4OTQ1OTMzMjo6NDo6&url=%2FLenovo-Smartchoice-i5-12450HX-Graphics-83GS003UIN%2Fdp%2FB0CX8XPKWJ%2Fref%3Dsxin_20_pa_sp_phone_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.4443ee66-42b9-40e8-893c-1284ba030b11%253Aamzn1.sym.4443ee66-42b9-40e8-893c-1284ba030b11%26crid%3D23Z9HPBL2JMRH%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0CX8XPKWJ%26pd_rd_r%3D5168ed9a-83da-4bb6-a330-a0645922eb6b%26pd_rd_w%3DtPCDz%26pd_rd_wg%3D7RPXN%26pf_rd_p%3D4443ee66-42b9-40e8-893c-1284ba030b11%26pf_rd_r%3DVM8JP1NM2H5RXZ5SMCCM%26qid%3D1753171876%26sprefix%3D%252Caps%252C660%26sr%3D1-32-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26xpid%3DyyORC7MGEp591%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&sp_cr=DUB
58,"HP 255 G10, AMD Ryzen 3 7320U Quad Core -(8 GB/512 GB SSD/AMD Radeon Graphics) Thin and Light Business Laptop/15.6"" HD Display/Turbo Silver/1.5 kg","26,490",/HP-Radeon-Graphics-Business-Display/dp/B0F6TJ164J/ref=mp_s_a_1_33?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9.uiiTR60en6hzM22NwKkmLYF0Cfp-CuojH5IrpKY7_BIWz1dna8SC23zoGBBgVeu5KoI3aUi0xiYqzlzoNX0OX99Qv9j82xsqwluAhveZsTyIj5fcW9colUNbIIJL4EVaU-kxf1Fp0AI_5pH0yftslbz2GXfc6AIzzxmJr7H5MX7LBQrzjMGMABs4zKmq7UWUD9QyZQQ8ji9TCKrMMFe2cQ.SPPRus5tLGeUKaAPsGjVXX4GF9Pvb-7RX7hR5B7hfkA&dib_tag=se&keywords=laptop&qid=1753171876&sprefix=%2Caps%2C660&sr=8-33&xpid=yyORC7MGEp591
59,"HP Professional 15, 5th Gen Intel Core Celeron-N4500 Turbo Boost, 2GB DDR4, 128GB SSD, Business Laptop","22,070",/HP-Professional-Celeron-N4500-Business-Laptop/dp/B0FCD9LKLZ/ref=mp_s_a_1_34?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9.uiiTR60en6hzM22NwKkmLYF0Cfp-CuojH5IrpKY7_BIWz1dna8SC23zoGBBgVeu5KoI3aUi0xiYqzlzoNX0OX99Qv9j82xsqwluAhveZsTyIj5fcW9colUNbIIJL4EVaU-kxf1Fp0AI_5pH0yftslbz2GXfc6AIzzxmJr7H5MX7LBQrzjMGMABs4zKmq7UWUD9QyZQQ8ji9TCKrMMFe2cQ.SPPRus5tLGeUKaAPsGjVXX4GF9Pvb-7RX7hR5B7hfkA&dib_tag=se&keywords=laptop&qid=1753171876&sprefix=%2Caps%2C660&sr=8-34&xpid=yyORC7MGEp591
60,"HP 15, 13th Gen Intel Core i3-1315U Laptop (8GB DDR4, 512GB SSD) Anti-Glare, Micro-Edge, 15.6""/39.6cm, FHD, Win 11, MSO 21, Silver, 1.59kg, Intel UHD Graphics, 1080p FHD Camera, 15-fd0006TU/fd0186tu","35,890",/HP-i3-1315U-Anti-Glare-Micro-Edge-Graphics/dp/B0D2KDCWJL/ref=mp_s_a_1_35?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9.uiiTR60en6hzM22NwKkmLYF0Cfp-CuojH5IrpKY7_BIWz1dna8SC23zoGBBgVeu5KoI3aUi0xiYqzlzoNX0OX99Qv9j82xsqwluAhveZsTyIj5fcW9colUNbIIJL4EVaU-kxf1Fp0AI_5pH0yftslbz2GXfc6AIzzxmJr7H5MX7LBQrzjMGMABs4zKmq7UWUD9QyZQQ8ji9TCKrMMFe2cQ.SPPRus5tLGeUKaAPsGjVXX4GF9Pvb-7RX7hR5B7hfkA&dib_tag=se&keywords=laptop&qid=1753171876&sprefix=%2Caps%2C660&sr=8-35&xpid=yyORC7MGEp591
61,"ASUS Vivobook 15,13th Gen,Intel Core i5-13420H(Intel UHD iGPU/16GB RAM/512GB SSD/FHD/15.6""/60Hz/Backlit Keyboard/Windows 11/M365 Basic (1Year)*/Office Home 2024/Quiet Blue/1.70 kg) X1502VA-BQ836WS","52,990",/ASUS-Vivobook-i5-13420H-Keyboard-X1502VA-BQ836WS/dp/B0DTYKLHYC/ref=mp_s_a_1_36?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9.uiiTR60en6hzM22NwKkmLYF0Cfp-CuojH5IrpKY7_BIWz1dna8SC23zoGBBgVeu5KoI3aUi0xiYqzlzoNX0OX99Qv9j82xsqwluAhveZsTyIj5fcW9colUNbIIJL4EVaU-kxf1Fp0AI_5pH0yftslbz2GXfc6AIzzxmJr7H5MX7LBQrzjMGMABs4zKmq7UWUD9QyZQQ8ji9TCKrMMFe2cQ.SPPRus5tLGeUKaAPsGjVXX4GF9Pvb-7RX7hR5B7hfkA&dib_tag=se&keywords=laptop&qid=1753171876&sprefix=%2Caps%2C660&sr=8-36&xpid=yyORC7MGEp591
62,"ASUS Vivobook 15,13th Gen,Intel Core i7-13620H(Intel UHD iGPU/16GB RAM/512GB SSD/FHD/15.6""/60Hz/Backlit Keyboard/Windows 11/M365 Basic (1Year)*/Office Home 2024/Quiet Blue/1.70 kg) X1502VA-BQ838WS","61,990",/sspa/click?ie=UTF8&spc=MTo0NDU4Mzc4NTQ5NDMyNzQ0OjE3NTMxNzE4NzY6c3BfcGhvbmVfc2VhcmNoX210ZjozMDA2MTk1MDkzMTk3MzI6OjA6Og&url=%2FASUS-Vivobook-i7-13620H-Keyboard-X1502VA-BQ838WS%2Fdp%2FB0DYDZQYKP%2Fref%3Dmp_s_a_1_37_sspa%3Fcrid%3D23Z9HPBL2JMRH%26dib%3DeyJ2IjoiMSJ9.uiiTR60en6hzM22NwKkmLYF0Cfp-CuojH5IrpKY7_BIWz1dna8SC23zoGBBgVeu5KoI3aUi0xiYqzlzoNX0OX99Qv9j82xsqwluAhveZsTyIj5fcW9colUNbIIJL4EVaU-kxf1Fp0AI_5pH0yftslbz2GXfc6AIzzxmJr7H5MX7LBQrzjMGMABs4zKmq7UWUD9QyZQQ8ji9TCKrMMFe2cQ.SPPRus5tLGeUKaAPsGjVXX4GF9Pvb-7RX7hR5B7hfkA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1753171876%26sprefix%3D%252Caps%252C660%26sr%3D8-37-spons%26xpid%3DyyORC7MGEp591%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfbXRm%26psc%3D1&sp_cr=DUB
63,"ASUS ProArt PX13,AMD AMD Ryzen AI 9 365 Creator/Gaming Laptop(NVIDIA RTX 4050-6GB/24GB RAM/1TB SSD/3K OLED Touch Screen/13.3""/60Hz/73WHr/Windows 11/Office 2021/Nano Black/1.13 kg) HN7306WU-LX001WS","1,59,990",/sspa/click?ie=UTF8&spc=MTo0NDU4Mzc4NTQ5NDMyNzQ0OjE3NTMxNzE4NzY6c3BfcGhvbmVfc2VhcmNoX210ZjozMDA1NDg0NTU4NDc1MzI6OjA6Og&url=%2FASUSProArt-Creator-GeForce-Windows-HN7306WU-LX001WS%2Fdp%2FB0DBLQ8S88%2Fref%3Dmp_s_a_1_38_sspa%3Fcrid%3D23Z9HPBL2JMRH%26dib%3DeyJ2IjoiMSJ9.uiiTR60en6hzM22NwKkmLYF0Cfp-CuojH5IrpKY7_BIWz1dna8SC23zoGBBgVeu5KoI3aUi0xiYqzlzoNX0OX99Qv9j82xsqwluAhveZsTyIj5fcW9colUNbIIJL4EVaU-kxf1Fp0AI_5pH0yftslbz2GXfc6AIzzxmJr7H5MX7LBQrzjMGMABs4zKmq7UWUD9QyZQQ8ji9TCKrMMFe2cQ.SPPRus5tLGeUKaAPsGjVXX4GF9Pvb-7RX7hR5B7hfkA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1753171876%26sprefix%3D%252Caps%252C660%26sr%3D8-38-spons%26xpid%3DyyORC7MGEp591%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfbXRm%26psc%3D1&sp_cr=DUB
